period,location,plantStateDescription,plant,plantName,rank,ash-content,heat-content,price,quantity,sulfur-content,coalRankDescription
2012,21,21,529,359,1,-0.36111791582733055,1.170557059028932,1.386204347920107,-0.9104074343595535,0.38590741050575555,2
2017,27,27,47,374,4,5.1948646104383585,-1.8474845509916045,-0.833626023816121,-0.8098454806284959,0.8292626433983917,0
2013,25,25,163,413,1,0.5874644667058359,0.6054390575949355,-0.1819757140561725,-0.9383145514796125,-0.4555627253925126,2
2011,24,24,37,524,1,0.2566563248980509,0.46694064976317856,-0.25563620797606196,-0.9482727605663169,-0.8898698923077477,2
2019,19,19,438,402,1,-0.4428235412135907,-0.014744575868554688,0.32839135326726665,-0.8426149361114885,-0.8355814964433433,2
2012,8,8,270,424,4,0.639277790121513,0.6516051935388546,0.6608225119414064,-0.764689079506091,-0.5098511212569169,0
2009,21,21,209,312,1,-0.1817641040038326,1.1232784860743161,-0.06626409920998136,-0.4308312164530678,1.082608490765612,2
2014,27,27,366,58,4,-0.2634697293900928,1.1366277302026784,-0.43257766444129314,0.11190431496762102,0.7297339176469834,0
2015,28,28,452,123,4,-0.09408001822345598,1.0153720960367225,1.5140624858716991,-0.5654100776945906,-0.5822356490761229,0
2011,4,4,86,497,1,-0.20567794558029917,0.3445725785865258,0.28705055532958523,0.04854844504971314,-0.9351102221947515,2
2013,29,29,304,346,3,-0.8513516681448913,-1.1038204093407644,-1.3674337497640185,-0.5403666511492992,-1.1251196077201668,4
2011,8,8,250,65,1,0.15900813846081313,0.8017841899829284,2.1968249425332016,-0.5180730681528671,-0.5008030552795162,2
2017,5,5,528,34,4,-0.12995078058815548,0.5053197266322197,-0.47541014065507664,-0.7474665544200909,1.010223962946406,0
2011,25,25,184,206,4,0.3981465542254771,0.6371435123997956,1.327389604462374,-0.043066300106764877,-0.25650527388969646,0
2014,17,17,479,97,1,0.21281428200786276,0.83293242628244,0.09688288481625018,-0.3886372706330345,2.1321841441440976,2
2022,5,5,434,447,1,0.049403031235342426,-0.0075137352990252045,2.207053593569329,-0.9530339015728877,1.625492449409656,2
2012,21,21,38,77,4,6.585853062136154,-2.0644097680774887,2.3293712122096855,-0.6913044542674758,0.6211571259181748,0
2008,29,29,191,327,4,-0.20169230531755453,-2.308589691925446,-1.805134775351636,0.8238603142055376,-0.6908124408049316,0
2017,27,27,15,224,4,5.137072826628565,-1.7701701787481738,-0.5938920151568855,-0.7315921921921745,0.9649836330594026,0
2009,22,22,372,569,4,0.25864914502942304,0.8257015857129106,1.6815566465882847,0.7684153530109937,-0.4555627253925126,0
2008,5,5,481,105,1,-0.020345673362684443,-0.11263903280987692,1.1318199276205843,-1.003102266684904,1.5440598556130496,2
2012,29,29,412,238,3,-0.8553373084076357,-1.1344124271349276,-1.295833192511127,0.7181051846003602,-1.1341676736975677,4
2015,29,29,302,118,3,-0.8433803876194025,-1.2050521773141774,-1.3827767263182096,1.5759050623356894,-1.1070234757653654,4
2016,8,8,90,122,1,0.33437631002156676,0.6566111600869904,0.20436895945422232,-0.9083611070477167,0.12351349716113447,2
2020,23,23,399,347,2,1.241109469795917,-2.568343733923159,-0.6409864293023886,0.43062928103838627,-0.6727163088501301,3
2018,21,21,529,359,1,-0.2774194703096982,1.2039301693498374,0.3940251974157509,-0.9486824152492858,1.18213721651702,2
2017,27,27,204,276,1,-0.18375692413520475,0.7228011622234526,-0.6821141303434842,0.3685588121565871,1.2726178762910274,2
2014,29,29,363,395,3,-0.7696460427586311,-1.1744601595200141,1.0514717427628377,0.8442472027808833,-1.1251196077201668,4
2020,28,28,186,282,4,-0.3132902326743977,0.7773105757475979,0.017269884251725615,-0.3445818772868271,0.5125803341893659,0
2021,6,6,393,221,1,-0.016360033099940132,0.24890299566659724,-0.21884147716554805,0.42534463832293856,1.1007046227204136,2
2008,29,29,206,449,3,-0.7915670642037254,-1.146649234252593,-0.74604319931928,-0.7511607444530861,-1.0798792778331632,4
2008,29,29,512,35,4,-0.889215250640963,-1.1744601595200141,0.7090676493284741,2.6524425393235362,-1.1432157396749683,0
2012,28,28,107,274,4,-0.8254450064370528,-1.125512931049353,-0.2209724461314081,1.217456728212249,-1.116071541742766,0
2018,21,21,204,276,1,-0.19571384492343805,0.49197048250385755,-0.667623541375637,-0.6477895910314564,1.046416226856009,2
2009,8,8,204,276,4,0.46191679842938754,0.4535914056348164,-0.11868593577013406,2.4364966248345277,0.10541736520633298,0
2012,21,21,523,535,1,-0.022338493494056953,0.9747681451462876,0.3228508339560312,-0.8140568475355955,0.4130516084379578,2
2008,25,25,446,56,4,0.388182453568616,0.7628488946085389,1.1875980403019666,3.017439023539705,-0.33793786768630296,0
2019,29,29,442,504,3,-0.8692870493272411,-1.058210491902194,-1.0537551179894455,-0.5017622923256361,-0.8898698923077477,4
2011,29,29,412,238,4,-0.8513516681448913,-1.1588860413702582,-1.3205524325151015,0.7294748048928752,-1.1251196077201668,0
2010,5,5,456,593,1,0.41209629514508256,0.8524000739696348,1.8716390783429855,-0.00416905278055162,-0.23840914193489499,2
2013,5,5,306,581,4,0.15302967806669665,0.41854963979786586,0.19073075807271914,0.02354199446155433,1.3811946680198364,0
2020,29,29,114,542,3,-0.8374019272252858,-1.067666206493117,-0.9028825152065668,-0.9218889555749697,-1.1251196077201668,4
2008,29,29,69,325,3,-0.8055168051233307,-1.1488741082739866,-1.5136182208220057,0.11334005246101875,-1.0979754097879646,4
2008,4,4,300,94,4,0.12513019622748578,0.3323357714688605,-0.6407733324058025,-0.06593884874777274,-0.8989179582851485,0
2010,29,29,63,380,3,-0.8354091070939137,-1.2551118427955352,-1.2911450607862354,-0.6204176522383162,-1.0798792778331632,4
2010,14,14,336,235,3,0.06933123254906434,-1.2857038605896984,0.4662650453584003,-0.7323730660237242,-0.7541489026467367,4
2018,14,14,267,541,3,0.019510729264759382,-1.3730301659294006,-0.3731236302938029,0.6549736030540065,-1.0074947500139573,4
2013,5,5,371,228,1,0.6871054732744457,0.17770702698199925,-0.12337406749502605,0.9489251643716985,1.697876977228862,2
2008,5,5,314,531,1,0.05936713189220321,0.24445324762380985,0.28250448820241736,-0.9228707645419899,-0.057447822386880364,2
2008,21,21,188,344,4,0.2606419651607956,0.847394107421499,0.45923284777106305,1.4108940153225542,0.0873212332515315,0
2014,19,19,160,487,1,-0.22759896702539326,0.1765945899713024,1.0418397630371512,-0.96424102226432,-0.8355814964433433,2
2011,29,29,207,197,3,-0.8732726895899856,-1.15832982286491,0.8818039937010751,-0.47344162831659437,-1.116071541742766,4
2022,9,9,434,447,1,0.049403031235342426,-0.0075137352990252045,2.207053593569329,-0.9530339015728877,1.625492449409656,2
2013,27,27,229,393,1,0.3423475905470554,0.6905404889132442,0.7503232085075213,-0.9456445484553937,0.14160962911593575,2
2021,8,8,371,228,4,0.2985055476568672,0.3946322440678837,-0.7396502924217004,0.7336409249050625,1.562155987567851,0
2009,8,8,75,47,4,0.20683582161374592,0.7439374654266926,0.28918152429544497,0.29476842444101703,-0.5822356490761229,0
2009,28,28,479,97,1,-0.36510355609007483,1.1204973935475742,1.3801310863674057,-0.533994136852951,0.25018642084474463,2
2009,27,27,237,240,4,-0.0382810545450342,0.47027796079526907,-0.1608791212941596,0.8867666343288336,0.35876321257355354,0
2012,29,29,68,315,4,-0.7118542589488374,-1.1127199054263393,-0.9838593359092419,1.4956200423600834,-0.9713024861043542,0
2015,21,21,196,358,1,-0.06020207599012862,0.5648351067045008,-0.2077604385430768,0.4394402624024774,1.6616847133192592,2
2008,21,21,236,23,4,0.7349331564273786,0.5687286362419397,-0.41602713880644837,-0.6738255301103063,0.3135228826865498,0
2009,23,23,400,372,2,1.4961904466115583,-2.4598811253802166,-0.6989487851737773,0.26269080857700505,-0.7541489026467367,3
2008,29,29,151,537,3,-0.9111362720860572,-1.2078332698409193,-1.4505415394325538,0.8922371298814477,-1.152263805652369,4
2022,5,5,145,506,1,-0.0382810545450342,0.10651105829740126,-0.6689021227551529,-0.8874502302377422,1.3359543381328327,2
2019,29,29,401,478,4,-0.8732726895899856,-1.132187553113534,-1.0473622110918661,0.6876793236635205,-1.1341676736975677,0
2014,8,8,112,463,1,0.23672812358432896,0.8818796547531011,0.9404056402622216,-0.7586079941350377,-0.5369953191891191,2
2013,8,8,319,269,4,0.37024707238626625,0.8179145266380327,0.07423778793904613,-0.8697883723979168,-0.4917549893021154,0
2011,22,22,255,309,4,-0.19172820466069374,-0.14656836163613066,0.6996061471200565,0.2473219466051511,-0.5641395171213214,0
2009,22,22,84,173,4,0.669170092092096,-0.10040222569221163,-0.533798690319637,-0.3818171526450815,1.9964631544830862,0
2014,28,28,365,561,1,-0.09806565848620029,0.677191244784882,-0.2162843144065164,0.4757248664418232,1.4988195257260457,2
2017,29,29,141,503,3,-0.7397537407880481,-1.1444243602311992,-1.2856045414749995,-0.6952068773222176,-1.1251196077201668,4
2016,21,21,500,306,1,0.11317327543925283,1.0125910035099803,0.2742647415344261,0.5810917484971085,1.2907140082458288,2
2020,21,21,365,561,1,-0.12197950006266686,1.0170407515527677,-0.9099147127939043,0.18458347786620688,1.7431173071158654,2
2009,17,17,236,23,1,0.7010552141940511,0.6766350262795335,0.013327591664884805,-0.925293662785677,0.38590741050575555,2
2014,6,6,430,43,4,-0.29934049175479227,0.7645175501245842,1.0929830182177882,-0.025148043195770266,1.3269062721554319,0
2016,8,8,371,228,1,0.4419885971156653,0.32065518285654365,-0.28831106545257995,0.75422631598712,1.5802521195226527,2
2012,25,25,245,583,1,-0.0024102921803346856,1.010922347993935,2.156336532181864,-0.3842356721570029,-0.5188991872343177,2
2015,21,21,364,162,4,-0.046252335070523176,0.5197814077712786,-0.24867504268758636,-0.11615657726557477,1.1730891505396195,0
2013,29,29,412,238,3,-0.8772583298527299,-1.117725871974475,-1.0712290635094965,0.5039355756309707,-1.1341676736975677,4
2010,8,8,207,197,1,-0.05621643572738431,0.997573103865573,-0.10110544180179036,0.41688152287134467,0.44924387234756075,2
2014,8,8,425,135,4,0.19687172095688515,0.7667424241459779,2.193415392187826,-0.19187312043230093,-0.2926975377992994,0
2008,25,25,321,352,4,0.39017527369998817,0.8512876369589379,0.22482626152647694,-0.8861760192939235,-0.46461079136991335,0
2011,24,24,158,459,4,-0.04027387467640671,0.016959878936305354,0.026646147701509,-0.42363209490450593,-0.8355814964433433,0
2016,14,14,380,112,3,0.16498659885492994,-1.3507814257154638,-0.9798104948741082,3.143862253604736,-0.7089085727597332,4
2018,29,29,414,295,4,-0.867294229195869,-1.0865776356749635,-1.0784743579934202,-0.22608755739797431,-1.116071541742766,0
2022,27,27,366,58,4,-0.245534348207743,1.185018740167991,0.66806780642533,-0.5753955322233927,0.9921278309916046,0
2011,28,28,314,531,4,-0.28738357096655914,-0.13600021003451063,1.2879666785939665,-0.9132190666788844,-0.4917549893021154,0
2015,28,28,420,586,1,0.44995987764115425,0.7278071287715884,1.1304880720169224,0.1968886871793263,0.06922510129673001,2
2013,29,29,267,541,3,-0.05223079546463964,-1.3318699965336174,-0.17430422577907698,0.9186583973556792,-0.9713024861043542,4
2015,27,27,479,97,4,-0.030309774019545575,1.018709407068813,-0.47382713513758057,-0.631500222337302,1.4354830638842409,0
2016,21,21,446,56,4,-0.24354152807637086,0.6988837664934704,0.9395532526758777,1.916894419857782,0.9016471712175976,0
2011,8,8,444,138,1,0.5296726828960423,0.11040458783484021,-0.5457321165284523,-0.5058855980716699,1.5712040535452516,2
2011,5,5,87,304,4,0.0872666137314141,0.2733766099019278,-0.30706359235214675,-0.22830027651690785,1.191185282494421,0
2010,8,8,342,522,4,0.17893633977453538,0.9363890682772466,0.5964672491724387,0.05085798279324382,-0.07554395434168185,0
2015,6,6,365,561,4,-0.086108737697967,0.6899842704078957,0.5372263119215342,0.13682319092046583,1.7069250432062626,0
2008,29,29,94,250,3,-0.7078686186860931,-0.9881269602282927,-0.5105711285917647,-0.9768590676358111,-1.016542815991358,4
2013,8,8,208,381,1,-0.18574974426657692,1.0626506689913382,1.0691161658001576,-0.6233888650042193,0.2863786847543476,2
2009,6,6,456,593,4,0.2945199073941229,0.8679741921193906,1.6836876155541445,-0.08098125194020618,-0.12983235020608608,0
2010,29,29,459,217,3,-0.8314234668311692,-1.3357635260710563,-1.5332231353079167,0.42721873551865797,-1.0617831458783615,4
2009,29,29,287,342,3,-0.8154809057801918,-1.1527676378114255,-0.5772704572231785,-0.9922293891849202,-1.1070234757653654,4
2013,29,29,109,277,4,-0.7437393810507926,-1.039855281225696,-0.27595144545059275,-0.5286039180493748,-1.0708312118557624,0
2008,29,29,405,125,4,-0.8274378265684249,-1.1310751161028372,-1.1675488607663627,0.8059873041894552,-0.9713024861043542,0
2013,16,15,405,125,4,-0.6241701731684608,-1.142755704715154,-1.0831624897183119,0.3058592654777824,-0.9803505520817551,0
2008,28,28,97,148,1,0.1629937787235578,1.1015859643657278,-0.5313835921583292,-0.4798175482932048,-0.06649588836428111,2
2009,28,28,26,168,4,-0.20966358584304348,1.1527580668577826,0.018868110976120275,-0.8822507295288498,-0.6908124408049316,0
2013,29,29,39,8,4,1.1295115424390738,-0.9046941844260296,-1.147347274970011,-0.4709656987659671,-0.7360527706919353,0
2008,25,25,261,437,1,-0.018352853231312288,1.0509700803790214,0.9060970399118774,-0.8336326976827834,-0.7360527706919353,2
2013,17,17,295,175,4,0.5097444815823203,0.7489434319748284,1.2489699465187314,-0.9719592667899932,1.725021175161064,0
2013,21,21,198,30,1,-0.25948408912734844,1.1544267223738278,-0.3432900647717646,-0.5141531301710626,0.48543613625716353,2
2019,6,6,342,522,1,-0.1897353845293216,0.5392490554584733,0.18519023876148336,-0.005032635989897935,1.2364256123814243,2
2018,23,23,257,44,2,0.6173567686764189,-2.7930560100839212,-0.3735498240869748,-0.966264482865825,-0.8355814964433433,3
2016,8,8,319,269,4,0.057374311760831055,0.9169214205900518,-0.59184628494966,-0.8656407403642958,-0.6003317810309242,0
2017,9,9,82,361,1,0.005560988345153938,0.37405215936999214,-0.5116366130746945,0.8981250645290585,1.4173869319294392,2
2014,9,9,369,307,4,-0.19969948518618236,0.25446518072008145,-0.3398805144263889,-0.07695671092177649,1.2816659422684284,0
2011,6,6,440,68,1,0.049403031235342426,0.8223642746808201,1.8034480714354693,-0.6639359211545979,-0.1750726800930898,2
2008,19,19,456,593,4,0.2626347852921677,0.8012279714775801,1.0554779644186547,0.4800568917353554,-0.16602461411568906,0
2011,20,20,331,520,4,10.431995915684496,-3.143473668453427,0.7395262990804975,-0.3254263853891465,-0.844629562420744,0
2009,29,29,341,590,4,-0.516557886074362,-1.5504638691355472,-1.9841361684838652,-0.7337932346930661,-0.9622544201269537,0
2017,21,21,371,228,4,0.5575721647352528,0.31509299780305944,-0.5397654034240447,0.6043350297609456,1.79740570298027,0
2010,21,21,4,383,4,-0.44880200160770717,1.4119558903501472,1.1207803245057826,-0.9837283247246903,-0.03935169043207888,0
2008,28,28,493,549,1,0.3483260509411722,0.4891893899771154,0.5133594595039036,-0.2872316812484521,-0.7631969686241374,2
2010,8,8,357,268,4,0.29651272752549507,0.8813234362477528,-0.04978460587399821,-0.6295862300299395,-0.6727163088501301,0
2009,21,21,290,215,4,-0.7238111797370707,-0.9325051096934506,-0.22907012820167552,-0.5441158185922416,-0.9713024861043542,0
2014,29,29,286,575,3,-0.8015311648605864,-1.1116074684156425,-0.46219813306674534,0.4855410100090183,-1.1070234757653654,4
2018,29,29,529,359,3,-0.9330572935311515,-1.0526483068487096,-0.8879657324455477,-0.5170567158574731,-1.1251196077201668,4
2015,9,9,502,88,1,0.1350942968843469,0.6321375458516598,0.015565109079037754,-0.2694657068977535,0.9921278309916046,2
2009,29,29,138,24,3,-0.8114952655174473,-1.2011586477767382,-1.2502304566417257,-0.6760392222807433,-1.0979754097879646,4
2015,19,19,440,68,4,-0.18774256439794906,0.5620540141777587,0.5832552415841074,-0.67191883568922,0.8021184454661893,0
2009,6,6,16,130,4,0.01153944873927076,0.2227607259152214,-0.1301931681857775,-1.0064174531572905,0.9106952371949981,0
2012,5,5,444,138,4,0.045417390972598115,0.3629277892630237,-0.32752089442440163,-0.45497748951214256,1.4445311298616412,0
2017,28,28,403,474,1,0.49978038092545923,0.7027772960309094,0.3970085539679545,-0.7087215896541736,-0.5822356490761229,2
2009,9,9,430,43,4,-0.3830389372724246,0.9508507494163055,0.5811242726182476,-0.9895836621469342,1.5712040535452516,0
2020,4,4,323,245,4,0.2925270872627504,0.09260559566369071,-0.6411995261989747,-0.4264344832345537,-0.8898698923077477,0
2012,29,29,281,510,3,-0.919107552611546,-1.1939278072072088,-0.6727378668937005,0.10187410006965841,-1.1432157396749683,4
2014,6,6,174,156,4,-0.032302594150917734,0.492526701009206,0.753732758852897,0.18553560876237069,0.35876321257355354,0
2012,8,8,75,47,4,0.18092915990590755,0.6582798156030356,0.8815908968044893,-0.20574396961453387,-0.47365885734731406,0
2015,25,25,250,65,1,-0.13991488124501664,0.7250260362448463,0.48906641329310074,-0.48888638830572045,-0.27460140584449794,2
2018,8,8,263,96,1,-0.04425951493915102,1.0337273067132204,0.8764765712864254,-0.64034380092676,0.2863786847543476,2
2014,27,27,421,348,1,0.4459742373784099,0.6560549415816419,1.0912782430451007,-0.639557575311941,0.05112896934192853,2
2021,29,29,406,109,4,-0.8374019272252858,-1.2095019253569645,-0.6100873792974204,-0.2016123929307204,-1.0979754097879646,0
2015,27,27,314,531,1,-0.526521986731223,0.1482274461985329,-0.4598540672042995,-0.8811696693084737,-0.47365885734731406,2
2009,9,9,238,368,1,0.9242510689077372,0.5103256931803555,0.4674725944390543,-0.806234486499049,0.919743303172399,2
2020,29,29,529,359,3,-0.9011721714291963,-1.0587667104075422,-0.9024563214133946,-0.6352654451300519,-1.0979754097879646,4
2009,21,21,529,359,1,-0.4149240593743798,1.1549829408791763,0.3488486553395216,-0.9083105083695352,0.3225709486639506,2
2010,29,29,498,582,3,-0.9071506318233129,-1.2567804983115805,-0.7187667965562736,0.8048775389497262,-1.116071541742766,4
2011,28,28,492,263,1,-0.1179938597999222,0.48807695296641856,0.22610484290599292,-0.2815325185925182,1.191185282494421,2
2014,21,21,114,542,1,-0.28738357096655914,1.1499769743310404,0.8577240443868587,-0.8755682983286404,0.7568781155791857,2
2017,21,21,204,276,4,-0.18375692413520475,0.7228011622234526,-0.6821141303434842,0.3685588121565871,1.2726178762910274,0
2012,17,17,386,186,1,0.15900813846081313,0.8818796547531011,-0.37525459925966265,2.531334116570561,2.2679051338051077,2
2010,8,8,21,285,4,-0.06618053638424509,1.0687690725501708,0.5947624739997506,-0.8876137028903283,-0.47365885734731406,0
2011,29,29,484,129,4,-0.9350501136625237,-1.2423188171725215,-0.02904317460629525,-0.28530455274579253,-1.1251196077201668,0
2020,21,21,98,375,4,-0.3132902326743977,1.1338466376759362,0.43792315811246435,-0.7881746505942968,1.010223962946406,0
2012,8,8,184,206,1,0.29651272752549507,0.5692848547472882,1.5899249810563107,-0.38016004593464003,-0.06649588836428111,2
2013,5,5,434,447,4,0.16100095859218563,0.2016244227119814,-0.4890483420365798,-0.3369215293256115,1.6797808452740606,0
2014,8,8,82,361,1,0.07530969294318081,0.5865276284130893,-0.06967364955535708,0.917326289847403,1.7793095710254685,2
2009,21,21,420,586,4,0.2765845262117728,0.7990030974561864,1.4893432458677243,0.371126695074294,0.16875382704813796,0
2010,29,29,422,410,4,-0.8413875674880303,-1.3869356285631111,-1.2834735725091395,0.10189891288299738,-1.0708312118557624,0
2009,24,24,158,459,1,0.2945199073941229,0.24612190313985513,-0.12081690473599412,-0.38194705502079723,-0.8355814964433433,2
2011,15,16,191,327,4,-0.19172820466069374,-2.265204648508269,-1.6649170173980568,0.30278199009799905,-0.6093798470083249,0
2010,16,15,485,177,3,1.6197452947566349,-0.9152623360276495,-0.6586734717190255,-0.5768541364271225,-0.6003317810309242,4
2018,29,29,124,99,3,-0.8433803876194025,-1.0287309111187275,-0.8317081517468471,0.8998274181344121,-1.0979754097879646,4
2010,8,8,456,593,4,0.41209629514508256,0.8524000739696348,1.8716390783429855,-0.00416905278055162,-0.23840914193489499,0
2021,17,17,209,312,4,0.005560988345153938,1.0442954583148403,-0.42298830409492366,-0.09419529135758417,1.9512228245960825,0
2016,25,25,184,206,1,0.28256298660588963,0.5709535102633334,0.8692312768025018,-0.8056662244210115,-0.012207492499876656,2
2011,23,23,447,546,4,1.5340540291076303,-2.3174891880110207,-1.0195175499379636,-0.12338197120473089,-0.4555627253925126,0
2008,21,21,386,62,4,0.11118045530788068,0.9692059600928034,0.40595862362456625,2.654744292655039,1.1640410845622184,0
2011,17,17,194,83,1,0.5157229419764368,0.645486789980022,-0.468164846171153,0.8536731526951794,0.8292626433983917,2
2014,5,5,174,156,4,-0.032302594150917734,0.492526701009206,0.753732758852897,0.18553560876237069,0.35876321257355354,0
2015,6,6,28,205,1,-0.406952778848891,0.44524812805459013,-0.2942777785569876,-1.0041517027314169,1.218329480426623,2
2010,28,28,261,437,4,0.009546628607898249,1.0020228519083603,-0.2128747640611407,-0.8218286098939607,-0.6727163088501301,0
2015,17,17,194,83,1,-0.026324133756801264,0.9169214205900518,-0.46802278157342914,1.0455058778762316,2.068847682302292,2
2010,8,8,96,89,4,-0.29734767162342013,1.1816814291359006,-0.865945719798329,-0.30638133483711183,0.40400354246055703,0
2014,8,8,276,301,1,-0.2335774274195097,1.1110416789566508,0.4784968072224362,-0.8776253292070157,0.9559355670820017,2
2011,23,23,399,347,4,0.41209629514508256,-2.121144055623028,0.09782051116122877,5.720338675664755,-0.6546201768953287,0
2012,4,4,314,531,1,-0.13991488124501664,0.553154518092184,-0.7868157388660657,-0.9417508828641832,-0.3017456037767002,2
2009,27,27,360,430,1,0.04143175070985345,0.7300320027929821,1.1928544304177542,0.2371462605074169,1.9964631544830862,2
2008,17,17,277,366,4,0.3802111730431274,0.8268140227236075,-0.4430194123740067,1.064452163700662,0.22304222291254241,0
2012,8,8,371,228,4,0.8545023643097104,0.16936374940177293,-0.0560354481738539,1.0266369496463286,1.7069250432062626,0
2009,8,8,94,250,1,0.33238348989019456,0.7016648590202126,0.09810464035667649,-0.6012139942912129,-0.5822356490761229,2
2018,21,21,287,342,1,-0.2694481897842094,0.847394107421499,0.3752726705161842,-0.9963030693042761,0.8835510392627961,2
2022,9,9,371,228,4,0.3244122093647056,0.31620543481375624,0.1834854635887955,1.0881902416540234,1.5440598556130496,0
2015,8,8,433,147,4,0.1032091747823917,0.9603064640072286,0.7132443485015594,-0.811585296716734,-0.5008030552795162,0
2009,21,21,42,10,4,0.29651272752549507,0.8607433515498611,0.41320391810848933,-0.6867408427161132,-0.33793786768630296,0
2016,6,6,371,228,1,0.4419885971156653,0.32065518285654365,-0.28831106545257995,0.75422631598712,1.5802521195226527,2
2009,28,28,51,256,1,0.30249118791961155,0.8902229323333275,0.5875171795158269,-0.9810368642660403,-0.5641395171213214,2
2010,29,29,387,509,4,-0.8055168051233307,-1.186140748132331,-0.9638282276301591,0.7821699225385597,-1.0979754097879646,0
2017,25,25,244,572,1,0.0035681682137817822,1.0142596590260256,0.9987941899267823,-0.2770793483868017,-0.1117362182512846,2
2008,28,28,222,434,1,-0.3830389372724246,1.1855749586733395,-0.4370526992695987,-0.5591256245593081,0.3678112785509541,2
2011,27,27,277,366,1,0.37024707238626625,0.8173583081326843,0.08205134081386552,0.6733545459549101,0.5306764661441674,2
2015,29,29,141,503,3,-0.7537034817076536,-1.124400494038656,-1.229346960776299,-0.45227775811571286,-1.116071541742766,4
2019,25,25,188,345,4,0.19487890082551299,0.8757612511942685,0.5410620560600816,0.4371604027298031,0.15065769509333649,0
2009,14,14,45,455,3,-0.48467276397240683,-1.1544362933274708,-0.37141885512111505,-0.9773509451708247,-0.91701409023995,4
2018,5,5,427,132,4,-0.3949958580606579,0.31119946826562045,0.16558532427557252,-0.3002462451076149,-0.27460140584449794,0
2013,5,5,371,228,4,0.6871054732744457,0.17770702698199925,-0.12337406749502605,0.9489251643716985,1.697876977228862,0
